track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
5T0BeNEv0U7xuiEwlCFBCc,0.677,0.325,9.0,-14.786,1.0,0.924,0.141,0.000987,0.336,0.359,140.188,audio_features,5T0BeNEv0U7xuiEwlCFBCc,spotify:track:5T0BeNEv0U7xuiEwlCFBCc,https://api.spotify.com/v1/tracks/5T0BeNEv0U7xuiEwlCFBCc,https://api.spotify.com/v1/audio-analysis/5T0BeNEv0U7xuiEwlCFBCc,240295.0,4.0
1lZoEoyNBD2NNvAH4d4Omx,0.668,0.276,9.0,-15.28,1.0,0.82,0.0865,0.00221,0.0673,0.358,139.138,audio_features,1lZoEoyNBD2NNvAH4d4Omx,spotify:track:1lZoEoyNBD2NNvAH4d4Omx,https://api.spotify.com/v1/tracks/1lZoEoyNBD2NNvAH4d4Omx,https://api.spotify.com/v1/audio-analysis/1lZoEoyNBD2NNvAH4d4Omx,262957.0,4.0
6gRNExpVbQAHTUPu6tnSo4,0.261,0.23,2.0,-23.348,0.0,0.0957,0.752,0.105,0.226,0.111,78.055,audio_features,6gRNExpVbQAHTUPu6tnSo4,spotify:track:6gRNExpVbQAHTUPu6tnSo4,https://api.spotify.com/v1/tracks/6gRNExpVbQAHTUPu6tnSo4,https://api.spotify.com/v1/audio-analysis/6gRNExpVbQAHTUPu6tnSo4,726200.0,4.0
6wlR1gwv0FMO8Tf8Hk751S,0.404,0.00558,9.0,-25.899,0.0,0.0543,0.921,0.00762,0.127,0.18,128.413,audio_features,6wlR1gwv0FMO8Tf8Hk751S,spotify:track:6wlR1gwv0FMO8Tf8Hk751S,https://api.spotify.com/v1/tracks/6wlR1gwv0FMO8Tf8Hk751S,https://api.spotify.com/v1/audio-analysis/6wlR1gwv0FMO8Tf8Hk751S,1328893.0,3.0
2y8lJB2Q0Usr9giRZRG5u1,0.399,0.0277,0.0,-26.108,1.0,0.066,0.332,0.046,0.258,0.171,85.549,audio_features,2y8lJB2Q0Usr9giRZRG5u1,spotify:track:2y8lJB2Q0Usr9giRZRG5u1,https://api.spotify.com/v1/tracks/2y8lJB2Q0Usr9giRZRG5u1,https://api.spotify.com/v1/audio-analysis/2y8lJB2Q0Usr9giRZRG5u1,306273.0,4.0
6S4jOopzelZpZpD3jhtj5f,0.474,0.025,11.0,-26.777,1.0,0.103,0.862,0.022,0.129,0.134,74.264,audio_features,6S4jOopzelZpZpD3jhtj5f,spotify:track:6S4jOopzelZpZpD3jhtj5f,https://api.spotify.com/v1/tracks/6S4jOopzelZpZpD3jhtj5f,https://api.spotify.com/v1/audio-analysis/6S4jOopzelZpZpD3jhtj5f,3507638.0,4.0
5sEg1FUVbCHIDRXlgcc5wc,0.447,0.0995,2.0,-17.862,1.0,0.471,0.957,5.21e-05,0.143,0.311,77.36,audio_features,5sEg1FUVbCHIDRXlgcc5wc,spotify:track:5sEg1FUVbCHIDRXlgcc5wc,https://api.spotify.com/v1/tracks/5sEg1FUVbCHIDRXlgcc5wc,https://api.spotify.com/v1/audio-analysis/5sEg1FUVbCHIDRXlgcc5wc,236500.0,3.0
5L3GvmG24jIZQh20jAGA37,0.544,0.00774,1.0,-38.137,0.0,0.534,0.0451,0.0,0.354,0.21,112.984,audio_features,5L3GvmG24jIZQh20jAGA37,spotify:track:5L3GvmG24jIZQh20jAGA37,https://api.spotify.com/v1/tracks/5L3GvmG24jIZQh20jAGA37,https://api.spotify.com/v1/audio-analysis/5L3GvmG24jIZQh20jAGA37,630000.0,3.0
43XY3SzRURlJEdqOpNZrlI,0.489,0.355,4.0,-15.957,1.0,0.224,0.982,0.228,0.14,0.827,128.134,audio_features,43XY3SzRURlJEdqOpNZrlI,spotify:track:43XY3SzRURlJEdqOpNZrlI,https://api.spotify.com/v1/tracks/43XY3SzRURlJEdqOpNZrlI,https://api.spotify.com/v1/audio-analysis/43XY3SzRURlJEdqOpNZrlI,504000.0,4.0
2LuOb3ZBWt05ECgQgdfUOc,0.299,0.304,0.0,-27.914,1.0,0.332,0.294,0.000559,0.234,0.0357,101.844,audio_features,2LuOb3ZBWt05ECgQgdfUOc,spotify:track:2LuOb3ZBWt05ECgQgdfUOc,https://api.spotify.com/v1/tracks/2LuOb3ZBWt05ECgQgdfUOc,https://api.spotify.com/v1/audio-analysis/2LuOb3ZBWt05ECgQgdfUOc,595662.0,4.0
1ceSKAjgXhfZMkT7AmxdJe,0.365,0.0161,0.0,-27.072,1.0,0.0557,0.709,1.58e-05,0.0779,0.0386,106.092,audio_features,1ceSKAjgXhfZMkT7AmxdJe,spotify:track:1ceSKAjgXhfZMkT7AmxdJe,https://api.spotify.com/v1/tracks/1ceSKAjgXhfZMkT7AmxdJe,https://api.spotify.com/v1/audio-analysis/1ceSKAjgXhfZMkT7AmxdJe,627333.0,1.0
2bDBFnRfYzcVrU503IZUtG,0.308,0.0324,10.0,-22.517,0.0,0.0451,0.35,0.244,0.0819,0.144,95.175,audio_features,2bDBFnRfYzcVrU503IZUtG,spotify:track:2bDBFnRfYzcVrU503IZUtG,https://api.spotify.com/v1/tracks/2bDBFnRfYzcVrU503IZUtG,https://api.spotify.com/v1/audio-analysis/2bDBFnRfYzcVrU503IZUtG,1319151.0,4.0
0NJ3KbtbRxWGRDXLVmkJsH,0.345,0.0124,7.0,-33.133,0.0,0.0507,0.421,0.413,0.126,0.174,89.085,audio_features,0NJ3KbtbRxWGRDXLVmkJsH,spotify:track:0NJ3KbtbRxWGRDXLVmkJsH,https://api.spotify.com/v1/tracks/0NJ3KbtbRxWGRDXLVmkJsH,https://api.spotify.com/v1/audio-analysis/0NJ3KbtbRxWGRDXLVmkJsH,2402440.0,4.0
35of8Gavi41pe8D1fYzibE,0.405,0.606,7.0,-8.281,0.0,0.049,0.139,5.69e-05,0.14,0.31,81.03,audio_features,62ZeAQ8DHdCXJqPQVOTsKu,spotify:track:62ZeAQ8DHdCXJqPQVOTsKu,https://api.spotify.com/v1/tracks/62ZeAQ8DHdCXJqPQVOTsKu,https://api.spotify.com/v1/audio-analysis/62ZeAQ8DHdCXJqPQVOTsKu,135198.0,4.0
62ZeAQ8DHdCXJqPQVOTsKu,0.632,0.845,9.0,-4.013,0.0,0.0366,0.0712,0.0,0.342,0.704,108.001,audio_features,45c4L5n0wh6KRv0SOf879S,spotify:track:45c4L5n0wh6KRv0SOf879S,https://api.spotify.com/v1/tracks/45c4L5n0wh6KRv0SOf879S,https://api.spotify.com/v1/audio-analysis/45c4L5n0wh6KRv0SOf879S,217147.0,4.0
45c4L5n0wh6KRv0SOf879S,0.779,0.428,11.0,-10.669,0.0,0.31,0.257,0.000485,0.112,0.288,159.902,audio_features,1MFDKl566lU5X0G0ZuQAai,spotify:track:1MFDKl566lU5X0G0ZuQAai,https://api.spotify.com/v1/tracks/1MFDKl566lU5X0G0ZuQAai,https://api.spotify.com/v1/audio-analysis/1MFDKl566lU5X0G0ZuQAai,190500.0,4.0
1MFDKl566lU5X0G0ZuQAai,0.799,0.693,4.0,-5.153,0.0,0.237,0.17,5.2e-06,0.0339,0.881,99.974,audio_features,56IDzEnyjaL1TGJoYxZRoh,spotify:track:56IDzEnyjaL1TGJoYxZRoh,https://api.spotify.com/v1/tracks/56IDzEnyjaL1TGJoYxZRoh,https://api.spotify.com/v1/audio-analysis/56IDzEnyjaL1TGJoYxZRoh,148823.0,4.0
56IDzEnyjaL1TGJoYxZRoh,0.77,0.577,1.0,-4.716,1.0,0.0995,0.176,0.0,0.115,0.576,98.085,audio_features,1Wijb40j4KaoASJ3S5peRl,spotify:track:1Wijb40j4KaoASJ3S5peRl,https://api.spotify.com/v1/tracks/1Wijb40j4KaoASJ3S5peRl,https://api.spotify.com/v1/audio-analysis/1Wijb40j4KaoASJ3S5peRl,169081.0,4.0
1Wijb40j4KaoASJ3S5peRl,0.623,0.47,0.0,-8.837,1.0,0.0378,0.0664,2.29e-06,0.0882,0.387,169.942,audio_features,1ySHL4w1HDEkomDVw6hS3U,spotify:track:1ySHL4w1HDEkomDVw6hS3U,https://api.spotify.com/v1/tracks/1ySHL4w1HDEkomDVw6hS3U,https://api.spotify.com/v1/audio-analysis/1ySHL4w1HDEkomDVw6hS3U,136448.0,4.0
1ySHL4w1HDEkomDVw6hS3U,0.578,0.549,8.0,-7.588,1.0,0.0321,0.642,0.34,0.109,0.301,123.966,audio_features,0Anw86OTe23FSogp9UvabB,spotify:track:0Anw86OTe23FSogp9UvabB,https://api.spotify.com/v1/tracks/0Anw86OTe23FSogp9UvabB,https://api.spotify.com/v1/audio-analysis/0Anw86OTe23FSogp9UvabB,207975.0,4.0
0Anw86OTe23FSogp9UvabB,0.649,0.854,2.0,-1.237,0.0,0.126,0.251,0.0,0.203,0.632,130.081,audio_features,3logNIIMhLuY9A70jyChjD,spotify:track:3logNIIMhLuY9A70jyChjD,https://api.spotify.com/v1/tracks/3logNIIMhLuY9A70jyChjD,https://api.spotify.com/v1/audio-analysis/3logNIIMhLuY9A70jyChjD,164029.0,4.0
3logNIIMhLuY9A70jyChjD,0.664,0.709,7.0,-5.078,1.0,0.0548,0.212,3.64e-05,0.122,0.617,90.002,audio_features,1xgBezvfQi39j9KWhg9lya,spotify:track:1xgBezvfQi39j9KWhg9lya,https://api.spotify.com/v1/tracks/1xgBezvfQi39j9KWhg9lya,https://api.spotify.com/v1/audio-analysis/1xgBezvfQi39j9KWhg9lya,178768.0,4.0
1xgBezvfQi39j9KWhg9lya,0.596,0.355,5.0,-8.359,1.0,0.0508,0.682,0.0,0.094,0.657,175.771,audio_features,4dWoA0dCj9x5YtB3EQQRDi,spotify:track:4dWoA0dCj9x5YtB3EQQRDi,https://api.spotify.com/v1/tracks/4dWoA0dCj9x5YtB3EQQRDi,https://api.spotify.com/v1/audio-analysis/4dWoA0dCj9x5YtB3EQQRDi,182453.0,4.0
4dWoA0dCj9x5YtB3EQQRDi,0.765,0.785,1.0,-4.031,0.0,0.041,0.311,0.0,0.185,0.838,127.946,audio_features,78VpLcR9t7mSZGOBEsYOfp,spotify:track:78VpLcR9t7mSZGOBEsYOfp,https://api.spotify.com/v1/tracks/78VpLcR9t7mSZGOBEsYOfp,https://api.spotify.com/v1/audio-analysis/78VpLcR9t7mSZGOBEsYOfp,203622.0,4.0
78VpLcR9t7mSZGOBEsYOfp,0.56,0.889,9.0,-4.286,0.0,0.0519,0.0154,1.98e-05,0.0665,0.699,161.033,audio_features,4qCgx9aDj13P06lgDDhUmk,spotify:track:4qCgx9aDj13P06lgDDhUmk,https://api.spotify.com/v1/tracks/4qCgx9aDj13P06lgDDhUmk,https://api.spotify.com/v1/audio-analysis/4qCgx9aDj13P06lgDDhUmk,198973.0,4.0
4qCgx9aDj13P06lgDDhUmk,0.447,0.697,1.0,-4.896,1.0,0.0425,0.182,2.49e-06,0.137,0.306,149.024,audio_features,3uTsiaNxy6h6EAd7MsCf9D,spotify:track:3uTsiaNxy6h6EAd7MsCf9D,https://api.spotify.com/v1/tracks/3uTsiaNxy6h6EAd7MsCf9D,https://api.spotify.com/v1/audio-analysis/3uTsiaNxy6h6EAd7MsCf9D,154841.0,4.0
3uTsiaNxy6h6EAd7MsCf9D,0.771,0.543,10.0,-5.776,0.0,0.103,0.599,0.0,0.119,0.508,122.887,audio_features,2XHskR7UoSK6EbxogqqoPx,spotify:track:2XHskR7UoSK6EbxogqqoPx,https://api.spotify.com/v1/tracks/2XHskR7UoSK6EbxogqqoPx,https://api.spotify.com/v1/audio-analysis/2XHskR7UoSK6EbxogqqoPx,202147.0,4.0
2XHskR7UoSK6EbxogqqoPx,0.501,0.723,4.0,-6.232,0.0,0.0859,0.277,0.0,0.325,0.477,79.929,audio_features,3qkKAfqOn7laGPeVicY1bX,spotify:track:3qkKAfqOn7laGPeVicY1bX,https://api.spotify.com/v1/tracks/3qkKAfqOn7laGPeVicY1bX,https://api.spotify.com/v1/audio-analysis/3qkKAfqOn7laGPeVicY1bX,174848.0,4.0
3qkKAfqOn7laGPeVicY1bX,0.762,0.663,4.0,-6.958,0.0,0.037,0.569,0.0,0.0959,0.542,96.046,audio_features,1iBWjQ9af9NnUd5xnQDB3k,spotify:track:1iBWjQ9af9NnUd5xnQDB3k,https://api.spotify.com/v1/tracks/1iBWjQ9af9NnUd5xnQDB3k,https://api.spotify.com/v1/audio-analysis/1iBWjQ9af9NnUd5xnQDB3k,204750.0,4.0
1iBWjQ9af9NnUd5xnQDB3k,0.758,0.186,3.0,-7.549,0.0,0.0495,0.946,0.0,0.102,0.364,110.516,audio_features,3lAzdfubFCfgrmSPUWBh4b,spotify:track:3lAzdfubFCfgrmSPUWBh4b,https://api.spotify.com/v1/tracks/3lAzdfubFCfgrmSPUWBh4b,https://api.spotify.com/v1/audio-analysis/3lAzdfubFCfgrmSPUWBh4b,167933.0,4.0
3lAzdfubFCfgrmSPUWBh4b,0.548,0.0472,2.0,-18.129,0.0,0.0401,0.94,0.000555,0.106,0.0849,169.983,audio_features,1poZLGpTXV4RfdenGJ7hJw,spotify:track:1poZLGpTXV4RfdenGJ7hJw,https://api.spotify.com/v1/tracks/1poZLGpTXV4RfdenGJ7hJw,https://api.spotify.com/v1/audio-analysis/1poZLGpTXV4RfdenGJ7hJw,163765.0,4.0
1poZLGpTXV4RfdenGJ7hJw,0.89,0.519,9.0,-6.906,1.0,0.0707,0.17,0.000185,0.0897,0.506,130.019,audio_features,6uKxavyhKpvneaIAx0ve4D,spotify:track:6uKxavyhKpvneaIAx0ve4D,https://api.spotify.com/v1/tracks/6uKxavyhKpvneaIAx0ve4D,https://api.spotify.com/v1/audio-analysis/6uKxavyhKpvneaIAx0ve4D,147206.0,4.0
6uKxavyhKpvneaIAx0ve4D,0.786,0.382,7.0,-6.405,1.0,0.0592,0.696,0.000313,0.153,0.507,126.972,audio_features,00zYQC93zNeHzUfzVZgKdx,spotify:track:00zYQC93zNeHzUfzVZgKdx,https://api.spotify.com/v1/tracks/00zYQC93zNeHzUfzVZgKdx,https://api.spotify.com/v1/audio-analysis/00zYQC93zNeHzUfzVZgKdx,141732.0,4.0
00zYQC93zNeHzUfzVZgKdx,0.721,0.541,2.0,-8.924,0.0,0.12,0.528,0.0,0.13,0.616,153.919,audio_features,4ztdjZ2t7BVo5DLIFQBdJh,spotify:track:4ztdjZ2t7BVo5DLIFQBdJh,https://api.spotify.com/v1/tracks/4ztdjZ2t7BVo5DLIFQBdJh,https://api.spotify.com/v1/audio-analysis/4ztdjZ2t7BVo5DLIFQBdJh,158133.0,4.0
4ztdjZ2t7BVo5DLIFQBdJh,0.491,0.609,9.0,-7.362,0.0,0.211,0.16,0.0,0.606,0.49,113.547,audio_features,7h3ee318fQQrwYqbwHVyW8,spotify:track:7h3ee318fQQrwYqbwHVyW8,https://api.spotify.com/v1/tracks/7h3ee318fQQrwYqbwHVyW8,https://api.spotify.com/v1/audio-analysis/7h3ee318fQQrwYqbwHVyW8,155526.0,3.0
7h3ee318fQQrwYqbwHVyW8,0.587,0.294,2.0,-10.763,0.0,0.034,0.639,0.0759,0.111,0.393,144.048,audio_features,2C1FUIOy3z0F5j3VwRYYIH,spotify:track:2C1FUIOy3z0F5j3VwRYYIH,https://api.spotify.com/v1/tracks/2C1FUIOy3z0F5j3VwRYYIH,https://api.spotify.com/v1/audio-analysis/2C1FUIOy3z0F5j3VwRYYIH,151667.0,4.0
2C1FUIOy3z0F5j3VwRYYIH,0.706,0.274,2.0,-11.528,1.0,0.0412,0.21,0.898,0.109,0.179,92.974,audio_features,3Rg1NLzSrBL0EBlPY1uX0c,spotify:track:3Rg1NLzSrBL0EBlPY1uX0c,https://api.spotify.com/v1/tracks/3Rg1NLzSrBL0EBlPY1uX0c,https://api.spotify.com/v1/audio-analysis/3Rg1NLzSrBL0EBlPY1uX0c,157347.0,4.0
3Rg1NLzSrBL0EBlPY1uX0c,0.71,0.835,3.0,-3.458,0.0,0.052,0.205,0.00131,0.0759,0.691,109.951,audio_features,1kfAz9hp0Tlc9G1777jutL,spotify:track:1kfAz9hp0Tlc9G1777jutL,https://api.spotify.com/v1/tracks/1kfAz9hp0Tlc9G1777jutL,https://api.spotify.com/v1/audio-analysis/1kfAz9hp0Tlc9G1777jutL,169509.0,4.0
1kfAz9hp0Tlc9G1777jutL,0.696,0.745,8.0,-7.271,0.0,0.0413,0.00977,3.85e-05,0.0689,0.873,134.059,audio_features,0mlbjMuIjkvp0b0nD4EFJx,spotify:track:0mlbjMuIjkvp0b0nD4EFJx,https://api.spotify.com/v1/tracks/0mlbjMuIjkvp0b0nD4EFJx,https://api.spotify.com/v1/audio-analysis/0mlbjMuIjkvp0b0nD4EFJx,194894.0,4.0
0mlbjMuIjkvp0b0nD4EFJx,0.569,0.536,7.0,-9.654,0.0,0.42,0.653,0.0,0.177,0.629,107.277,audio_features,09IE6tsb0tL0VLGH4GxCOO,spotify:track:09IE6tsb0tL0VLGH4GxCOO,https://api.spotify.com/v1/tracks/09IE6tsb0tL0VLGH4GxCOO,https://api.spotify.com/v1/audio-analysis/09IE6tsb0tL0VLGH4GxCOO,182160.0,4.0
09IE6tsb0tL0VLGH4GxCOO,0.6,0.78,0.0,-6.028,0.0,0.0326,0.0174,4.79e-05,0.23,0.741,113.999,audio_features,63ycU2JYSjhNhuEMvIS6bm,spotify:track:63ycU2JYSjhNhuEMvIS6bm,https://api.spotify.com/v1/tracks/63ycU2JYSjhNhuEMvIS6bm,https://api.spotify.com/v1/audio-analysis/63ycU2JYSjhNhuEMvIS6bm,233265.0,4.0
63ycU2JYSjhNhuEMvIS6bm,0.87,0.366,5.0,-7.503,0.0,0.41,0.465,1.15e-05,0.111,0.715,98.016,audio_features,3qcreqi8RaGqahtJSQDxNI,spotify:track:3qcreqi8RaGqahtJSQDxNI,https://api.spotify.com/v1/tracks/3qcreqi8RaGqahtJSQDxNI,https://api.spotify.com/v1/audio-analysis/3qcreqi8RaGqahtJSQDxNI,157135.0,4.0
3qcreqi8RaGqahtJSQDxNI,0.798,0.508,1.0,-6.989,1.0,0.0526,0.368,3.21e-06,0.265,0.675,110.012,audio_features,3OYiIQhHc5xNQsdV3jcbSv,spotify:track:3OYiIQhHc5xNQsdV3jcbSv,https://api.spotify.com/v1/tracks/3OYiIQhHc5xNQsdV3jcbSv,https://api.spotify.com/v1/audio-analysis/3OYiIQhHc5xNQsdV3jcbSv,216000.0,4.0
3OYiIQhHc5xNQsdV3jcbSv,0.452,0.871,6.0,-4.103,1.0,0.0426,0.1,2.04e-05,0.278,0.585,159.999,audio_features,3NsqLy0x8l9VyNfOHQTNHs,spotify:track:3NsqLy0x8l9VyNfOHQTNHs,https://api.spotify.com/v1/tracks/3NsqLy0x8l9VyNfOHQTNHs,https://api.spotify.com/v1/audio-analysis/3NsqLy0x8l9VyNfOHQTNHs,193164.0,4.0
3NsqLy0x8l9VyNfOHQTNHs,0.445,0.677,2.0,-7.244,1.0,0.0489,0.0498,2.68e-06,0.616,0.269,80.907,audio_features,33ahLbU9N6qXlpbJfX6Ys8,spotify:track:33ahLbU9N6qXlpbJfX6Ys8,https://api.spotify.com/v1/tracks/33ahLbU9N6qXlpbJfX6Ys8,https://api.spotify.com/v1/audio-analysis/33ahLbU9N6qXlpbJfX6Ys8,201927.0,4.0
33ahLbU9N6qXlpbJfX6Ys8,0.223,0.523,0.0,-9.281,0.0,0.0466,0.435,0.283,0.225,0.15,179.83,audio_features,22TntnVO3lQNDR5nsvxGRs,spotify:track:22TntnVO3lQNDR5nsvxGRs,https://api.spotify.com/v1/tracks/22TntnVO3lQNDR5nsvxGRs,https://api.spotify.com/v1/audio-analysis/22TntnVO3lQNDR5nsvxGRs,422147.0,3.0
22TntnVO3lQNDR5nsvxGRs,0.562,0.724,4.0,-5.398,0.0,0.0346,0.00671,4.08e-05,0.486,0.72,171.798,audio_features,6R43NNQ9W4ncFTyjbVVdn1,spotify:track:6R43NNQ9W4ncFTyjbVVdn1,https://api.spotify.com/v1/tracks/6R43NNQ9W4ncFTyjbVVdn1,https://api.spotify.com/v1/audio-analysis/6R43NNQ9W4ncFTyjbVVdn1,184915.0,4.0
6R43NNQ9W4ncFTyjbVVdn1,0.684,0.371,4.0,-7.248,1.0,0.0436,0.791,0.0,0.316,0.338,75.018,audio_features,5amAJIEdIVtWYEi4wGp7Fn,spotify:track:5amAJIEdIVtWYEi4wGp7Fn,https://api.spotify.com/v1/tracks/5amAJIEdIVtWYEi4wGp7Fn,https://api.spotify.com/v1/audio-analysis/5amAJIEdIVtWYEi4wGp7Fn,194308.0,4.0
5amAJIEdIVtWYEi4wGp7Fn,0.459,0.232,0.0,-12.434,1.0,0.0768,0.812,0.0582,0.154,0.204,145.137,audio_features,5aRlRDvXRuP81qEzKTXQvM,spotify:track:5aRlRDvXRuP81qEzKTXQvM,https://api.spotify.com/v1/tracks/5aRlRDvXRuP81qEzKTXQvM,https://api.spotify.com/v1/audio-analysis/5aRlRDvXRuP81qEzKTXQvM,284271.0,4.0
5aRlRDvXRuP81qEzKTXQvM,0.629,0.681,2.0,-6.724,1.0,0.18,0.0454,0.0,0.362,0.377,150.016,audio_features,62Vz24WH66GYadBPFJKwT7,spotify:track:62Vz24WH66GYadBPFJKwT7,https://api.spotify.com/v1/tracks/62Vz24WH66GYadBPFJKwT7,https://api.spotify.com/v1/audio-analysis/62Vz24WH66GYadBPFJKwT7,184458.0,4.0
62Vz24WH66GYadBPFJKwT7,0.516,0.683,1.0,-4.849,0.0,0.0366,0.0383,5.57e-05,0.102,0.255,136.992,audio_features,0UW7mAWldtWsfVrlFWYYWh,spotify:track:0UW7mAWldtWsfVrlFWYYWh,https://api.spotify.com/v1/tracks/0UW7mAWldtWsfVrlFWYYWh,https://api.spotify.com/v1/audio-analysis/0UW7mAWldtWsfVrlFWYYWh,203429.0,4.0
0UW7mAWldtWsfVrlFWYYWh,0.776,0.78,10.0,-4.374,0.0,0.128,0.0622,0.0,0.081,0.666,124.949,audio_features,0pqnGHJpmpxLKifKRmU6WP,spotify:track:0pqnGHJpmpxLKifKRmU6WP,https://api.spotify.com/v1/tracks/0pqnGHJpmpxLKifKRmU6WP,https://api.spotify.com/v1/audio-analysis/0pqnGHJpmpxLKifKRmU6WP,204347.0,4.0
0pqnGHJpmpxLKifKRmU6WP,0.526,0.862,2.0,-6.003,1.0,0.0905,0.0144,0.0597,0.229,0.528,90.052,audio_features,0fYVliAYKHuPmECRs1pbRf,spotify:track:0fYVliAYKHuPmECRs1pbRf,https://api.spotify.com/v1/tracks/0fYVliAYKHuPmECRs1pbRf,https://api.spotify.com/v1/audio-analysis/0fYVliAYKHuPmECRs1pbRf,195200.0,4.0
0fYVliAYKHuPmECRs1pbRf,0.66,0.664,9.0,-7.78,0.0,0.134,0.00395,0.0,0.832,0.621,113.994,audio_features,4TAttqXwjj56xZQVKvlX0K,spotify:track:4TAttqXwjj56xZQVKvlX0K,https://api.spotify.com/v1/tracks/4TAttqXwjj56xZQVKvlX0K,https://api.spotify.com/v1/audio-analysis/4TAttqXwjj56xZQVKvlX0K,181547.0,4.0
4TAttqXwjj56xZQVKvlX0K,0.559,0.559,11.0,-6.425,1.0,0.0358,0.0145,0.0,0.138,0.338,72.498,audio_features,2m6Ko3CY1qXNNja8AlugNc,spotify:track:2m6Ko3CY1qXNNja8AlugNc,https://api.spotify.com/v1/tracks/2m6Ko3CY1qXNNja8AlugNc,https://api.spotify.com/v1/audio-analysis/2m6Ko3CY1qXNNja8AlugNc,220780.0,4.0
2m6Ko3CY1qXNNja8AlugNc,0.523,0.614,7.0,-4.435,1.0,0.0347,0.448,0.0,0.254,0.342,122.962,audio_features,1ZMGp9MTXbtAPvcKa0U3zS,spotify:track:1ZMGp9MTXbtAPvcKa0U3zS,https://api.spotify.com/v1/tracks/1ZMGp9MTXbtAPvcKa0U3zS,https://api.spotify.com/v1/audio-analysis/1ZMGp9MTXbtAPvcKa0U3zS,199146.0,4.0
1ZMGp9MTXbtAPvcKa0U3zS,0.783,0.519,9.0,-6.843,1.0,0.0524,0.0654,0.0,0.115,0.8,99.983,audio_features,1t2UhM4jx1YJYfDDuNgjie,spotify:track:1t2UhM4jx1YJYfDDuNgjie,https://api.spotify.com/v1/tracks/1t2UhM4jx1YJYfDDuNgjie,https://api.spotify.com/v1/audio-analysis/1t2UhM4jx1YJYfDDuNgjie,167853.0,4.0
1t2UhM4jx1YJYfDDuNgjie,0.448,0.606,3.0,-4.565,1.0,0.0609,0.577,0.0,0.217,0.483,121.15,audio_features,1zu2GKHPJIsUu80SUJX4H4,spotify:track:1zu2GKHPJIsUu80SUJX4H4,https://api.spotify.com/v1/tracks/1zu2GKHPJIsUu80SUJX4H4,https://api.spotify.com/v1/audio-analysis/1zu2GKHPJIsUu80SUJX4H4,163613.0,4.0
1zu2GKHPJIsUu80SUJX4H4,0.514,0.605,7.0,-5.363,1.0,0.0337,0.774,2.91e-06,0.121,0.409,120.894,audio_features,0WHi11uzahqpEtPGYCW6oQ,spotify:track:0WHi11uzahqpEtPGYCW6oQ,https://api.spotify.com/v1/tracks/0WHi11uzahqpEtPGYCW6oQ,https://api.spotify.com/v1/audio-analysis/0WHi11uzahqpEtPGYCW6oQ,185123.0,4.0
0WHi11uzahqpEtPGYCW6oQ,0.653,0.62,11.0,-5.797,1.0,0.28,0.634,5.46e-06,0.512,0.584,179.8,audio_features,3gYK7eEFbp6KzmqYRMyQRm,spotify:track:3gYK7eEFbp6KzmqYRMyQRm,https://api.spotify.com/v1/tracks/3gYK7eEFbp6KzmqYRMyQRm,https://api.spotify.com/v1/audio-analysis/3gYK7eEFbp6KzmqYRMyQRm,191560.0,3.0
3gYK7eEFbp6KzmqYRMyQRm,0.734,0.637,4.0,-5.677,0.0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,audio_features,3CRDbSIZ4r5MsZ0YwxuEkn,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,https://api.spotify.com/v1/tracks/3CRDbSIZ4r5MsZ0YwxuEkn,https://api.spotify.com/v1/audio-analysis/3CRDbSIZ4r5MsZ0YwxuEkn,202333.0,4.0
3CRDbSIZ4r5MsZ0YwxuEkn,0.418,0.158,5.0,-10.913,0.0,0.0331,0.95,0.0826,0.111,0.139,114.47,audio_features,6Lq3so9twcIAyF1vLMaDwb,spotify:track:6Lq3so9twcIAyF1vLMaDwb,https://api.spotify.com/v1/tracks/6Lq3so9twcIAyF1vLMaDwb,https://api.spotify.com/v1/audio-analysis/6Lq3so9twcIAyF1vLMaDwb,228733.0,4.0
6Lq3so9twcIAyF1vLMaDwb,0.614,0.489,0.0,-9.997,1.0,0.241,0.076,0.00152,0.123,0.504,96.039,audio_features,7N1bEUVuQo8HHuikDgJ10c,spotify:track:7N1bEUVuQo8HHuikDgJ10c,https://api.spotify.com/v1/tracks/7N1bEUVuQo8HHuikDgJ10c,https://api.spotify.com/v1/audio-analysis/7N1bEUVuQo8HHuikDgJ10c,114375.0,4.0
7N1bEUVuQo8HHuikDgJ10c,0.513,0.629,4.0,-9.055,0.0,0.19,0.0986,0.0,0.146,0.498,70.568,audio_features,2AMysGXOe0zzZJMtH3Nizb,spotify:track:2AMysGXOe0zzZJMtH3Nizb,https://api.spotify.com/v1/tracks/2AMysGXOe0zzZJMtH3Nizb,https://api.spotify.com/v1/audio-analysis/2AMysGXOe0zzZJMtH3Nizb,213933.0,4.0
